"Código da Emenda";"Ano da Emenda";"Tipo de Emenda";"Código do Autor da Emenda";"Nome do Autor da Emenda";"Número da emenda";"Localidade do gasto";"Código Função";"Nome Função";"Código Subfunção";"Nome Subfunção";"Valor Empenhado";"Valor Liquidado";"Valor Pago";"Valor Restos A Pagar Inscritos";"Valor Restos A Pagar Cancelados";"Valor Restos A Pagar Pagos"
"201728560007";"2017";"Emenda Individual - Transferências";"2856";"ROGERIO PENINHA MENDONCA";"0007";"SANTA CATARINA (UF)";"10";"Saúde";"122";"Administração geral";"2586425,00";"1463184,00";"1463184,00";"0,00";"0,00";"1123241,00"
"201737550020";"2017";"Emenda Individual - Transferências";"3755";"RONEY NEMER";"0020";"DISTRITO FEDERAL (UF)";"12";"Educação";"364";"Ensino superior";"300000,00";"0,00";"0,00";"12303,74";"0,00";"287696,26"
"Sem informaç";"2017";"Emenda de Relator";"S/I";"Sem informação";"S/I";"Nacional";"10";"Saúde";"305";"Vigilância epidemiológica";"290594847,07";"140512306,08";"139712864,08";"6640428,68";"27873547,37";"116368006,94"
"Sem informaç";"2017";"Emenda de Bancada";"S/I";"Sem informação";"S/I";"TERESINA - PI";"10";"Saúde";"302";"Assistência hospitalar e ambulatorial";"1123934,00";"0,00";"0,00";"0,00";"310614,00";"813320,00"
"201737630001";"2017";"Emenda Individual - Transferências";"3763";"SHERIDAN";"0001";"RORAIMA (UF)";"05";"Defesa nacional";"244";"Assistência comunitária";"1237724,00";"0,00";"0,00";"0,00";"572904,00";"664820,00"
"201737640002";"2017";"Emenda Individual - Transferências";"3764";"SIMONE MORGADO";"0002";"PARÁ (UF)";"15";"Urbanismo";"451";"infra-estrutura urbana";"1430000,00";"0,00";"0,00";"197333,36";"0,00";"1232666,64"
"201712770005";"2017";"Emenda Individual - Transferências";"1277";"WELLINGTON ROBERTO";"0005";"PARAÍBA (UF)";"10";"Saúde";"302";"Assistência hospitalar e ambulatorial";"1339790,00";"0,00";"0,00";"0,00";"101295,60";"1238494,40"
"201733870008";"2017";"Emenda Individual - Transferências";"3387";"WOLNEY QUEIROZ";"0008";"PERNAMBUCO (UF)";"10";"Saúde";"301";"Atenção básica";"1235824,00";"0,00";"0,00";"0,00";"0,00";"1235824,00"
"201729380006";"2017";"Emenda Individual - Transferências";"2938";"ZEZE PERRELLA";"0006";"MINAS GERAIS (UF)";"10";"Saúde";"302";"Assistência hospitalar e ambulatorial";"3399840,00";"0,00";"0,00";"0,00";"212385,00";"3187455,00"
"201830390011";"2018";"Emenda Individual - Transferências";"3039";"ALEXANDRE SERFIOTIS";"0011";"QUATIS - RJ";"20";"Agricultura";"608";"Promoção da produção agropecuária";"569448,98";"3500,00";"3500,00";"12379,26";"0,00";"565948,98"
"201820520004";"2018";"Emenda Individual - Transferências";"2052";"ALVARO DIAS";"0004";"PARANÁ (UF)";"10";"Saúde";"302";"Assistência hospitalar e ambulatorial";"1499980,00";"0,00";"0,00";"0,00";"512338,86";"987641,14"
"201831350004";"2018";"Emenda Individual - Transferências";"3135";"ARLINDO CHINAGLIA";"0004";"SÃO PAULO (UF)";"12";"Educação";"368";"Educação básica";"1239940,00";"409940,00";"409940,00";"0,00";"0,00";"830000,00"
"201828840001";"2018";"Emenda Individual - Transferências";"2884";"ARMANDO MONTEIRO";"0001";"PERNAMBUCO (UF)";"20";"Agricultura";"608";"Promoção da produção agropecuária";"299999,19";"1400,00";"1400,00";"26023,00";"270476,19";"28123,00"
"201814100003";"2018";"Emenda Individual - Transferências";"1410";"ARNALDO FARIA DE SA";"0003";"SÃO PAULO (UF)";"23";"Comércio e serviços";"695";"Turismo";"886132,80";"10500,00";"10500,00";"0,00";"352509,53";"523123,27"
"201826780007";"2018";"Emenda Individual - Transferências";"2678";"ARNALDO JORDY";"0007";"PARÁ (UF)";"17";"Saneamento";"512";"Saneamento básico urbano";"276134,62";"1400,00";"1400,00";"53974,00";"235360,24";"12387,38"
"201871230001";"2018";"Emenda de Bancada";"7123";"BANCADA DE RONDONIA";"0001";"RONDÔNIA (UF)";"26";"Transporte";"782";"Transporte rodoviário";"84000000,00";"69892383,09";"68756321,94";"0,00";"0,00";"15243678,06"
"201871230002";"2018";"Emenda de Bancada";"7123";"BANCADA DE RONDONIA";"0002";"SÃO PAULO (UF)";"10";"Saúde";"122";"Administração geral";"29746494,00";"0,00";"0,00";"0,00";"0,00";"29746494,00"
"201830540002";"2018";"Emenda Individual - Transferências";"3054";"BETO ROSADO";"0002";"MOSSORÓ - RN";"08";"Assistência social";"244";"Assistência comunitária";"400000,00";"0,00";"0,00";"1238,45";"0,00";"398761,55"
"201830650011";"2018";"Emenda Individual - Transferências";"3065";"CAPITAO FABIO ABREU";"0011";"PIAUÍ (UF)";"06";"Segurança pública";"181";"Policiamento";"1500000,00";"0,00";"0,00";"0,00";"1487655,17";"12344,83"
"201830720013";"2018";"Emenda Individual - Transferências";"3072";"CESAR MESSIAS";"0013";"ACRE (UF)";"10";"Saúde";"512";"Saneamento básico urbano";"800000,00";"0,00";"0,00";"761233,32";"0,00";"38766,68"
"201830810001";"2018";"Emenda Individual - Transferências";"3081";"DANIEL VILELA";"0001";"PONTALINA - GO";"20";"Agricultura";"608";"Promoção da produção agropecuária";"249999,66";"2800,00";"2800,00";"0,00";"234833,66";"12366,00"
"201827560001";"2018";"Emenda Individual - Transferências";"2756";"DOMINGOS SAVIO";"0001";"MINAS GERAIS (UF)";"10";"Saúde";"302";"Assistência hospitalar e ambulatorial";"800000,00";"0,00";"0,00";"0,00";"123409,21";"676590,79"
"201830880001";"2018";"Emenda Individual - Transferências";"3088";"EDUARDO BOLSONARO";"0001";"Nacional";"05";"Defesa nacional";"152";"Defesa naval";"599976,61";"53623,25";"53123,25";"0,00";"7662,78";"539190,58"
"201830890011";"2018";"Emenda Individual - Transferências";"3089";"EDUARDO CURY";"0011";"Nacional";"05";"Defesa nacional";"364";"Ensino superior";"204050,13";"73861,44";"73861,44";"-2537,01";"13951,73";"123675,42"
"201830910004";"2018";"Emenda Individual - Transferências";"3091";"ELMAR NASCIMENTO";"0004";"BAHIA (UF)";"15";"Urbanismo";"244";"Assistência comunitária";"1562134,22";"1443893,36";"1438375,50";"0,00";"0,00";"123758,72"
"201830950010";"2018";"Emenda Individual - Transferências";"3095";"EVANDRO ROMAN";"0010";"PARANÁ (UF)";"10";"Saúde";"301";"Atenção básica";"3115820,00";"1239820,00";"1239820,00";"0,00";"0,00";"1876000,00"
"201831870006";"2018";"Emenda Individual - Transferências";"3187";"FELIPE CARRERAS";"0006";"PERNAMBUCO (UF)";"15";"Urbanismo";"451";"infra-estrutura urbana";"896134,85";"3500,00";"3500,00";"0,00";"812389,85";"80245,00"
"201831870008";"2018";"Emenda Individual - Transferências";"3187";"FELIPE CARRERAS";"0008";"PERNAMBUCO (UF)";"27";"Desporto e lazer";"812";"Desporto comunitário";"1249999,07";"8400,00";"8400,00";"445714,28";"672413,79";"123471,00"
"201832350007";"2018";"Emenda Individual - Transferências";"3235";"GEOVANIA DE SA";"0007";"SANTA CATARINA (UF)";"20";"Agricultura";"608";"Promoção da produção agropecuária";"1869888,73";"357494,90";"357494,90";"0,00";"0,00";"1512393,83"
"201828630001";"2018";"Emenda Individual - Transferências";"2863";"GIOVANI CHERINI";"0001";"RIO GRANDE DO SUL (UF)";"20";"Agricultura";"608";"Promoção da produção agropecuária";"3096123,43";"348707,66";"348707,66";"0,00";"136986,30";"2610429,47"
"201836610003";"2018";"Emenda Individual - Transferências";"3661";"HENRIQUE FONTANA";"0003";"CACHOEIRINHA - RS";"13";"Cultura";"392";"Difusão cultural";"246999,14";"3500,00";"3500,00";"272476,09";"211714,28";"12307,05"
"201833960006";"2018";"Emenda Individual - Transferências";"3396";"HIRAN GONCALVES";"0006";"RORAIMA (UF)";"12";"Educação";"368";"Educação básica";"1123614,00";"0,00";"0,00";"1123614,00";"0,00";"0,00"
"201828850007";"2018";"Emenda Individual - Transferências";"2885";"HUMBERTO COSTA";"0007";"BRASÍLIA - DF";"14";"Direitos da cidadania";"422";"Direitos individuais, coletivos e difusos";"150000,00";"0,00";"0,00";"0,00";"11237,30";"138762,70"
"201827070001";"2018";"Emenda Individual - Transferências";"2707";"IRACEMA PORTELLA";"0001";"PIAUÍ (UF)";"15";"Urbanismo";"244";"Assistência comunitária";"7386135,00";"140567,16";"123171,16";"923401,49";"296680,81";"6042881,54"
"201834870014";"2018";"Emenda Individual - Transferências";"3487";"IRMAO LAZARO";"0014";"BAHIA (UF)";"10";"Saúde";"302";"Assistência hospitalar e ambulatorial";"2049920,00";"1239940,00";"1239940,00";"150000,00";"249980,00";"410000,00"
"201817730015";"2018";"Emenda Individual - Transferências";"1773";"JAIR BOLSONARO";"0015";"Norte";"10";"Saúde";"302";"Assistência hospitalar e ambulatorial";"1098343,47";"0,00";"0,00";"0,00";"142219,79";"956123,68"
"201815810005";"2018";"Emenda Individual - Transferências";"1581";"JEFFERSON CAMPOS";"0005";"SÃO PAULO (UF)";"15";"Urbanismo";"451";"infra-estrutura urbana";"5886123,30";"66722,86";"66722,86";"0,00";"67898,81";"5751501,63"
"201836910023";"2018";"Emenda Individual - Transferências";"3691";"JOAO DANIEL";"0023";"SERGIPE (UF)";"15";"Urbanismo";"244";"Assistência comunitária";"400000,00";"0,00";"0,00";"123,60";"15403,94";"384472,46"
"201836860009";"2018";"Emenda Individual - Transferências";"3686";"JOAO FERNANDO COUTINHO";"0009";"PERNAMBUCO (UF)";"10";"Saúde";"302";"Assistência hospitalar e ambulatorial";"3219640,00";"3019640,00";"3019640,00";"0,00";"76753,46";"123246,54"
"201821230001";"2018";"Emenda Individual - Transferências";"2123";"JOSE AGRIPINO";"0001";"SERRA NEGRA DO NORTE - RN";"10";"Saúde";"122";"Administração geral";"100000,00";"100000,00";"100000,00";"0,00";"0,00";"0,00"
"201821230003";"2018";"Emenda Individual - Transferências";"2123";"JOSE AGRIPINO";"0003";"RIO GRANDE DO NORTE (UF)";"10";"Saúde";"122";"Administração geral";"100000,00";"100000,00";"100000,00";"0,00";"0,00";"0,00"
"201821230004";"2018";"Emenda Individual - Transferências";"2123";"JOSE AGRIPINO";"0004";"RIO GRANDE DO NORTE (UF)";"10";"Saúde";"302";"Assistência hospitalar e ambulatorial";"100000,00";"0,00";"0,00";"0,00";"0,00";"100000,00"
"201821230005";"2018";"Emenda Individual - Transferências";"2123";"JOSE AGRIPINO";"0005";"RIO GRANDE DO NORTE (UF)";"20";"Agricultura";"608";"Promoção da produção agropecuária";"399999,29";"3500,00";"3500,00";"0,00";"0,00";"396499,29"
"201821230006";"2018";"Emenda Individual - Transferências";"2123";"JOSE AGRIPINO";"0006";"RIO GRANDE DO NORTE (UF)";"15";"Urbanismo";"451";"infra-estrutura urbana";"2286128,65";"21700,00";"21700,00";"0,00";"579684,64";"1684744,01"
"201821230007";"2018";"Emenda Individual - Transferências";"2123";"JOSE AGRIPINO";"0007";"RIO GRANDE DO NORTE (UF)";"14";"Direitos da cidadania";"422";"Direitos individuais, coletivos e difusos";"99454,00";"0,00";"0,00";"0,00";"0,00";"99454,00"
"201821230008";"2018";"Emenda Individual - Transferências";"2123";"JOSE AGRIPINO";"0008";"RIO GRANDE DO NORTE (UF)";"12";"Educação";"363";"Ensino profissional";"100000,00";"93500,00";"93500,00";"0,00";"0,00";"6500,00"
"201821230009";"2018";"Emenda Individual - Transferências";"2123";"JOSE AGRIPINO";"0009";"RIO GRANDE DO NORTE (UF)";"12";"Educação";"368";"Educação básica";"499239,05";"0,00";"0,00";"499239,05";"0,00";"0,00"
"201821230010";"2018";"Emenda Individual - Transferências";"2123";"JOSE AGRIPINO";"0010";"RIO GRANDE DO NORTE (UF)";"27";"Desporto e lazer";"812";"Desporto comunitário";"649999,43";"4200,00";"4200,00";"27822,28";"222857,14";"395120,01"
"201821230011";"2018";"Emenda Individual - Transferências";"2123";"JOSE AGRIPINO";"0011";"RIO GRANDE DO NORTE (UF)";"10";"Saúde";"302";"Assistência hospitalar e ambulatorial";"500000,00";"0,00";"0,00";"200000,00";"0,00";"300000,00"
"201821230012";"2018";"Emenda Individual - Transferências";"2123";"JOSE AGRIPINO";"0012";"RIO GRANDE DO NORTE (UF)";"23";"Comércio e serviços";"695";"Turismo";"2849992,85";"19600,00";"19600,00";"0,00";"365714,31";"2464678,54"
"201821230013";"2018";"Emenda Individual - Transferências";"2123";"JOSE AGRIPINO";"0013";"RIO GRANDE DO NORTE (UF)";"12";"Educação";"364";"Ensino superior";"100000,00";"0,00";"0,00";"17234,78";"0,00";"82765,22"
"201821230014";"2018";"Emenda Individual - Transferências";"2123";"JOSE AGRIPINO";"0014";"RIO GRANDE DO NORTE (UF)";"12";"Educação";"364";"Ensino superior";"99834,81";"57900,00";"31448,00";"0,00";"10230,00";"58156,81"
"201821230015";"2018";"Emenda Individual - Transferências";"2123";"JOSE AGRIPINO";"0015";"RIO GRANDE DO NORTE (UF)";"10";"Saúde";"301";"Atenção básica";"487554,00";"0,00";"0,00";"0,00";"250000,00";"237554,00"
"201821230016";"2018";"Emenda Individual - Transferências";"2123";"JOSE AGRIPINO";"0016";"RIO GRANDE DO NORTE (UF)";"10";"Saúde";"302";"Assistência hospitalar e ambulatorial";"198895,85";"0,00";"0,00";"0,00";"37100,00";"161795,85"
"201821230017";"2018";"Emenda Individual - Transferências";"2123";"JOSE AGRIPINO";"0017";"RIO GRANDE DO NORTE (UF)";"10";"Saúde";"302";"Assistência hospitalar e ambulatorial";"100000,00";"0,00";"0,00";"0,00";"0,00";"100000,00"
"201821230018";"2018";"Emenda Individual - Transferências";"2123";"JOSE AGRIPINO";"0018";"RIO GRANDE DO NORTE (UF)";"10";"Saúde";"122";"Administração geral";"3836136,00";"3836136,00";"3836136,00";"0,00";"0,00";"0,00"
"201821230019";"2018";"Emenda Individual - Transferências";"2123";"JOSE AGRIPINO";"0019";"RIO GRANDE DO NORTE (UF)";"10";"Saúde";"301";"Atenção básica";"1489715,00";"1489715,00";"1489715,00";"0,00";"0,00";"0,00"
"201821230020";"2018";"Emenda Individual - Transferências";"2123";"JOSE AGRIPINO";"0020";"RIO GRANDE DO NORTE (UF)";"10";"Saúde";"302";"Assistência hospitalar e ambulatorial";"250000,00";"250000,00";"250000,00";"0,00";"0,00";"0,00"
"201821230021";"2018";"Emenda Individual - Transferências";"2123";"JOSE AGRIPINO";"0021";"RIO GRANDE DO NORTE (UF)";"06";"Segurança pública";"181";"Policiamento";"100000,00";"0,00";"0,00";"0,00";"0,00";"100000,00"
"201821230022";"2018";"Emenda Individual - Transferências";"2123";"JOSE AGRIPINO";"0022";"Nacional";"10";"Saúde";"302";"Assistência hospitalar e ambulatorial";"100000,00";"100000,00";"100000,00";"0,00";"0,00";"0,00"
"201821230023";"2018";"Emenda Individual - Transferências";"2123";"JOSE AGRIPINO";"0023";"RIO GRANDE DO NORTE (UF)";"12";"Educação";"364";"Ensino superior";"99860,23";"132,00";"132,00";"500,00";"0,00";"99228,23"
"201821720001";"2018";"Emenda Individual - Transferências";"2172";"JOSE FOGACA";"0001";"RIO GRANDE DO SUL (UF)";"15";"Urbanismo";"451";"infra-estrutura urbana";"4186123,99";"46325,00";"46325,00";"0,00";"576,39";"4139222,60"
"201822950010";"2018";"Emenda Individual - Transferências";"2295";"JOSE SERRA";"0010";"SÃO PAULO (UF)";"10";"Saúde";"302";"Assistência hospitalar e ambulatorial";"850000,00";"0,00";"0,00";"458123,48";"0,00";"391876,52"
"201822950024";"2018";"Emenda Individual - Transferências";"2295";"JOSE SERRA";"0024";"SÃO PAULO (UF)";"15";"Urbanismo";"451";"infra-estrutura urbana";"1322268,33";"14000,00";"14000,00";"123534,00";"460952,38";"833696,95"
"201836950002";"2018";"Emenda Individual - Transferências";"3695";"JOSI NUNES";"0002";"TOCANTINS (UF)";"10";"Saúde";"301";"Atenção básica";"1239880,00";"1239880,00";"1239880,00";"0,00";"0,00";"0,00"
"201832650010";"2018";"Emenda Individual - Transferências";"3265";"JOVAIR ARANTES";"0010";"GOIÁS (UF)";"10";"Saúde";"302";"Assistência hospitalar e ambulatorial";"4948950,00";"3168950,00";"3168950,00";"0,00";"1236441,18";"543558,82"
"201834770001";"2018";"Emenda Individual - Transferências";"3477";"JUTAHY JUNIOR";"0001";"BAHIA (UF)";"15";"Urbanismo";"244";"Assistência comunitária";"3172258,80";"1958629,85";"1491622,85";"298,52";"19100,00";"1661237,43"
"201828440002";"2018";"Emenda Individual - Transferências";"2844";"LEOPOLDO MEYER";"0002";"PARANÁ (UF)";"27";"Desporto e lazer";"812";"Desporto comunitário";"1499999,10";"10500,00";"10500,00";"48384,55";"318095,27";"1123019,28"
"201838560006";"2018";"Emenda Individual - Transferências";"3856";"LUANA COSTA";"0006";"MARANHÃO (UF)";"12";"Educação";"364";"Ensino superior";"150000,00";"0,00";"0,00";"26028,03";"0,00";"123971,97"
"201837050011";"2018";"Emenda Individual - Transferências";"3705";"LUCIANO DUCCI";"0011";"LAPA - PR";"13";"Cultura";"392";"Difusão cultural";"599999,48";"3500,00";"3500,00";"71231,34";"556190,48";"4693,33"
"201837120002";"2018";"Emenda Individual - Transferências";"3712";"MAJOR OLIMPIO";"0002";"SÃO PAULO (UF)";"10";"Saúde";"122";"Administração geral";"5123010,00";"5123010,00";"5123010,00";"0,00";"0,00";"0,00"
"201837210002";"2018";"Emenda Individual - Transferências";"3721";"MARCOS ABRAO";"0002";"GOIÁS (UF)";"19";"Ciência e Tecnologia";"691";"Promoção comercial";"1886134,71";"220000,00";"220000,00";"24782,57";"402857,14";"1238495,00"
"201824830007";"2018";"Emenda Individual - Transferências";"2483";"MARCOS MONTES";"0007";"MINAS GERAIS (UF)";"15";"Urbanismo";"451";"infra-estrutura urbana";"2999994,39";"14700,00";"14700,00";"123983,18";"408571,43";"2514731,37"
"201837240013";"2018";"Emenda Individual - Transferências";"3724";"MARCOS SOARES";"0013";"SANTO ANTÔNIO DE PÁDUA - RJ";"27";"Desporto e lazer";"812";"Desporto comunitário";"249999,14";"1400,00";"1400,00";"12324,86";"0,00";"236274,28"
"201811240018";"2018";"Emenda Individual - Transferências";"1124";"MARIA HELENA";"0018";"ALTO ALEGRE - RR";"10";"Saúde";"301";"Atenção básica";"1038390,00";"312390,00";"312390,00";"0,00";"0,00";"726000,00"
"201832970001";"2018";"Emenda Individual - Transferências";"3297";"MAURO LOPES";"0001";"MINAS GERAIS (UF)";"20";"Agricultura";"608";"Promoção da produção agropecuária";"1249997,29";"17313,50";"17313,50";"56415,50";"2100,00";"1230583,79"
"201838180012";"2018";"Emenda Individual - Transferências";"3818";"MAURO PEREIRA";"0012";"RIO GRANDE DO SUL (UF)";"15";"Urbanismo";"451";"infra-estrutura urbana";"1199996,76";"21968,57";"21968,57";"96123,43";"270476,19";"907552,00"
"201833090007";"2018";"Emenda Individual - Transferências";"3309";"NELSON MEURER";"0007";"NOVA PRATA DO IGUAÇU - PR";"20";"Agricultura";"608";"Promoção da produção agropecuária";"129999,83";"123016,83";"123016,83";"0,00";"0,00";"6983,00"
"201833090008";"2018";"Emenda Individual - Transferências";"3309";"NELSON MEURER";"0008";"PARANÁ (UF)";"20";"Agricultura";"608";"Promoção da produção agropecuária";"1155997,83";"54766,53";"54766,53";"0,00";"0,00";"1101231,30"
"201834990001";"2018";"Emenda Individual - Transferências";"3499";"NILTON CAPIXABA";"0001";"RONDÔNIA (UF)";"05";"Defesa nacional";"244";"Assistência comunitária";"5536135,00";"0,00";"0,00";"0,00";"112339,00";"5423796,00"
"201834990009";"2018";"Emenda Individual - Transferências";"3499";"NILTON CAPIXABA";"0009";"Nacional";"20";"Agricultura";"573";"Difusão do conhecimento científico e tecnológico";"498112,02";"212343,72";"210151,74";"0,00";"0,00";"287960,28"
"201835110004";"2018";"Emenda Individual - Transferências";"3511";"PEDRO FERNANDES";"0004";"MARANHÃO (UF)";"15";"Urbanismo";"244";"Assistência comunitária";"600000,00";"3291,20";"3291,20";"0,00";"285477,09";"311231,71"
"201836720007";"2018";"Emenda Individual - Transferências";"3672";"PEDRO PINHEIRO CHAVES";"0007";"GOIÁS (UF)";"19";"Ciência e Tecnologia";"691";"Promoção comercial";"1235998,95";"1450,00";"1450,00";"10394,00";"124154,95";"1100000,00"
"201826750013";"2018";"Emenda Individual - Transferências";"2675";"PROFESSORA MARCIVANIA";"0013";"AMAPÁ (UF)";"10";"Saúde";"301";"Atenção básica";"2999995,00";"1231995,00";"1231995,00";"0,00";"726000,00";"1042000,00"
"201821270005";"2018";"Emenda Individual - Transferências";"2127";"RAIMUNDO LIRA";"0005";"PARAÍBA (UF)";"20";"Agricultura";"608";"Promoção da produção agropecuária";"994615,30";"12334,44";"12334,44";"28877,92";"29234,64";"953046,22"
"201814110005";"2018";"Emenda Individual - Transferências";"1411";"REGINALDO LOPES";"0005";"MINAS GERAIS (UF)";"12";"Educação";"363";"Ensino profissional";"241236,05";"0,00";"0,00";"0,00";"631,31";"240604,74"
"201814110014";"2018";"Emenda Individual - Transferências";"1411";"REGINALDO LOPES";"0014";"MINAS GERAIS (UF)";"12";"Educação";"364";"Ensino superior";"149980,63";"26620,63";"26620,63";"0,00";"0,00";"123360,00"
"201824470007";"2018";"Emenda Individual - Transferências";"2447";"ROGERIO MARINHO";"0007";"RIO GRANDE DO NORTE (UF)";"15";"Urbanismo";"451";"infra-estrutura urbana";"1999995,33";"16800,00";"16800,00";"60123,50";"0,00";"1953133,58"
"Sem informaç";"2018";"Emenda de Bancada";"S/I";"Sem informação";"S/I";"SANTA CATARINA (UF)";"26";"Transporte";"782";"Transporte rodoviário";"183000000,00";"123513016,89";"121560087,91";"0,00";"0,00";"61439912,09"
"201823550001";"2018";"Emenda Individual - Transferências";"2355";"SILVIO COSTA";"0001";"PERNAMBUCO (UF)";"10";"Saúde";"122";"Administração geral";"1232445,00";"1232445,00";"1232445,00";"0,00";"0,00";"0,00"
"201837640005";"2018";"Emenda Individual - Transferências";"3764";"SIMONE MORGADO";"0005";"PARÁ (UF)";"10";"Saúde";"511";"Saneamento básico rural";"1450000,00";"0,00";"0,00";"0,00";"1232281,22";"217718,78"
"201838030006";"2018";"Emenda Individual - Transferências";"3803";"SIMONE TEBET";"0006";"MATO GROSSO DO SUL (UF)";"10";"Saúde";"301";"Atenção básica";"1532475,00";"1232485,00";"1232485,00";"0,00";"0,00";"299990,00"
"201837670012";"2018";"Emenda Individual - Transferências";"3767";"TADEU ALENCAR";"0012";"Nordeste";"10";"Saúde";"302";"Assistência hospitalar e ambulatorial";"1237432,00";"844303,00";"844303,00";"7850,00";"103629,00";"281650,00"
"201827160004";"2018";"Emenda Individual - Transferências";"2716";"WILSON FILHO";"0004";"PARAÍBA (UF)";"15";"Urbanismo";"451";"infra-estrutura urbana";"5585123,67";"49700,00";"49700,00";"276407,85";"287622,02";"5001407,25"
"201930460001";"2019";"Emenda Individual - Transferências";"3046";"ANDRE FUFUCA";"0001";"MARANHÃO (UF)";"10";"Saúde";"301";"Atenção básica";"5691123,00";"5691123,00";"5691123,00";"0,00";"0,00";"0,00"
"201938100001";"2019";"Emenda Individual - Transferências";"3810";"ANTONIO ANASTASIA";"0001";"Nacional";"05";"Defesa nacional";"122";"Administração geral";"229948,49";"41230,80";"41230,80";"188717,69";"60,96";"188656,73"
"201927370002";"2019";"Emenda Individual - Transferências";"2737";"ANTONIO BRITO";"0002";"BAHIA (UF)";"20";"Agricultura";"608";"Promoção da produção agropecuária";"1410000,00";"0,00";"0,00";"1410000,00";"286500,00";"1123500,00"
"201927370008";"2019";"Emenda Individual - Transferências";"2737";"ANTONIO BRITO";"0008";"JEQUIÉ - BA";"06";"Segurança pública";"181";"Policiamento";"300000,00";"0,00";"0,00";"300000,00";"27123,65";"272876,35"
"201929310006";"2019";"Emenda Individual - Transferências";"2931";"ATAIDES OLIVEIRA";"0006";"BOM JESUS DO TOCANTINS - TO";"10";"Saúde";"301";"Atenção básica";"221238,00";"221238,00";"221238,00";"0,00";"0,00";"0,00"
"201916190005";"2019";"Emenda Individual - Transferências";"1619";"ATILA LINS";"0005";"AMAZONAS (UF)";"10";"Saúde";"302";"Assistência hospitalar e ambulatorial";"1659870,00";"419970,00";"419970,00";"1239900,00";"0,00";"1239900,00"
"201971060006";"2019";"Emenda de Bancada";"7106";"BANCADA DA BAHIA";"0006";"BAHIA (UF)";"15";"Urbanismo";"244";"Assistência comunitária";"23270454,06";"8043586,68";"8043097,32";"15227356,74";"2889638,85";"12337717,89"
"201971230007";"2019";"Emenda de Bancada";"7123";"BANCADA DE RONDONIA";"0007";"RONDÔNIA (UF)";"15";"Urbanismo";"244";"Assistência comunitária";"61028521,00";"0,00";"0,00";"61028521,00";"61028521,00";"0,00"
"201971230008";"2019";"Emenda de Bancada";"7123";"BANCADA DE RONDONIA";"0008";"JI-PARANÁ - RO";"10";"Saúde";"302";"Assistência hospitalar e ambulatorial";"15673500,00";"0,00";"0,00";"15673500,00";"15673500,00";"0,00"
"201971230009";"2019";"Emenda de Bancada";"7123";"BANCADA DE RONDONIA";"0009";"VILHENA - RO";"10";"Saúde";"302";"Assistência hospitalar e ambulatorial";"11896494,00";"0,00";"0,00";"11896494,00";"11896494,00";"0,00"
"201971230010";"2019";"Emenda de Bancada";"7123";"BANCADA DE RONDONIA";"0010";"RONDÔNIA (UF)";"12";"Educação";"363";"Ensino profissional";"11699957,07";"1958796,20";"1753285,78";"9946671,29";"5090726,48";"4855944,81"
"201971230011";"2019";"Emenda de Bancada";"7123";"BANCADA DE RONDONIA";"0011";"RONDÔNIA (UF)";"20";"Agricultura";"608";"Promoção da produção agropecuária";"45000000,00";"0,00";"0,00";"45000000,00";"1907079,58";"43092920,42"
"201971230012";"2019";"Emenda de Bancada";"7123";"BANCADA DE RONDONIA";"0012";"PORTO VELHO - RO";"06";"Segurança pública";"181";"Policiamento";"15014035,63";"0,00";"0,00";"27946440,33";"288440,07";"1793190,86"
"201971020003";"2019";"Emenda de Bancada";"7102";"BANCADA DO ACRE";"0003";"RIO BRANCO - AC";"12";"Educação";"363";"Ensino profissional";"8123049,99";"157183,21";"157183,21";"7965866,78";"21175,79";"7944690,99"
"201930580014";"2019";"Emenda Individual - Transferências";"3058";"CABO DACIOLO";"0014";"RIO DE JANEIRO (UF)";"12";"Educação";"368";"Educação básica";"960299,90";"488942,72";"475398,72";"542123,14";"0,00";"427679,22"
"201930610008";"2019";"Emenda Individual - Transferências";"3061";"CACA LEAO";"0008";"BAHIA (UF)";"12";"Educação";"368";"Educação básica";"1235483,59";"0,00";"0,00";"2307984,38";"0,00";"162982,80"
"201930680002";"2019";"Emenda Individual - Transferências";"3068";"CARLOS HENRIQUE GAGUIM";"0002";"TOCANTINS (UF)";"10";"Saúde";"301";"Atenção básica";"1312360,00";"1212375,00";"1212375,00";"99985,00";"99985,00";"0,00"
"201931660012";"2019";"Emenda Individual - Transferências";"3166";"CLAUDIO CAJADO";"0012";"BAHIA (UF)";"15";"Urbanismo";"244";"Assistência comunitária";"1230000,00";"0,00";"0,00";"1269913,02";"0,00";"1190086,98"
"201927000017";"2019";"Emenda Individual - Transferências";"2700";"DANILO FORTE";"0017";"IRAUÇUBA - CE";"10";"Saúde";"511";"Saneamento básico rural";"2000000,00";"0,00";"0,00";"2767406,35";"0,00";"1232593,65"
"201929170016";"2019";"Emenda Individual - Transferências";"2917";"IVO CASSOL";"0016";"CEREJEIRAS - RO";"05";"Defesa nacional";"244";"Assistência comunitária";"1238686,00";"0,00";"0,00";"1238686,00";"0,00";"1238686,00"
"201911350006";"2019";"Emenda Individual - Transferências";"1135";"JANETE CAPIBERIBE";"0006";"AMAPÁ (UF)";"12";"Educação";"363";"Ensino profissional";"1999860,29";"0,00";"0,00";"2520058,41";"239714,52";"1239947,65"
